26122652;41.18642;-8.624937;-0.1505335;0.7188386
26122653;41.18098;-8.622212;-0.150486;0.7187437
26122654;41.18156;-8.621898;-0.1504805;0.7187538
26122655;41.18163;-8.621669;-0.1504765;0.7187551
26122656;41.18155;-8.621271;-0.1504696;0.7187536
26122657;41.18135;-8.621083;-0.1504663;0.7187501
26122658;41.18111;-8.621108;-0.1504667;0.7187459
26122659;41.18092;-8.62128;-0.1504697;0.7187425
26122665;41.17924;-8.622269;-0.150487;0.7187134
26122667;41.17986;-8.622005;-0.1504824;0.7187242
26122668;41.18023;-8.621749;-0.1504779;0.7187306
26122669;41.18054;-8.621345;-0.1504709;0.718736
26122670;41.18076;-8.620958;-0.1504641;0.7187397
26122672;41.18141;-8.620761;-0.1504607;0.7187513
26122673;41.1816;-8.621129;-0.1504671;0.7187545
26122674;41.18147;-8.620681;-0.1504593;0.7187522
26122675;41.18147;-8.620181;-0.1504505;0.7187522
26122676;41.18154;-8.619866;-0.150445;0.7187535
26122677;41.18201;-8.621868;-0.15048;0.7187617
26122678;41.18237;-8.622204;-0.1504858;0.7187679
26122679;41.18178;-8.622381;-0.1504889;0.7187577
26122680;41.18122;-8.622524;-0.1504914;0.7187479
26122681;41.18073;-8.622842;-0.150497;0.7187394
26122682;41.18042;-8.623297;-0.1505049;0.7187338
26122684;41.17841;-8.62256;-0.1504921;0.7186989
26122687;41.17875;-8.622753;-0.1504954;0.7187048
26122693;41.17982;-8.623949;-0.1505163;0.7187234
26122697;41.17992;-8.623983;-0.1505169;0.7187252
26122698;41.18008;-8.623898;-0.1505154;0.7187279
26122699;41.18013;-8.623793;-0.1505136;0.7187288
26122700;41.18028;-8.62272;-0.1504948;0.7187315
26122702;41.17994;-8.623465;-0.1505079;0.7187256
26122703;41.17961;-8.623492;-0.1505083;0.7187198
26122704;41.17942;-8.623314;-0.1505052;0.7187166
26122705;41.17934;-8.623014;-0.1505;0.7187151
26122706;41.17951;-8.622561;-0.1504921;0.7187181
26122707;41.17981;-8.622421;-0.1504896;0.7187234
26122708;41.1798;-8.625788;-0.1505484;0.7187231
26122709;41.17992;-8.624264;-0.1505218;0.7187253
26122712;41.18127;-8.620031;-0.1504479;0.7187487
26122848;41.18007;-8.624591;-0.1505275;0.7187278
111641067;41.18064;-8.649941;-0.15097;0.7187378
111641069;41.17947;-8.651982;-0.1510056;0.7187173
111641070;41.17889;-8.653011;-0.1510235;0.7187073
111641071;41.17868;-8.653561;-0.1510331;0.7187036
111647989;41.17913;-8.652214;-0.1510096;0.7187113
111647995;41.17887;-8.65266;-0.1510174;0.7187068
111648002;41.17863;-8.653193;-0.1510267;0.7187027
111648004;41.17854;-8.653495;-0.151032;0.7187012
111648502;41.17821;-8.654667;-0.1510524;0.7186953
111649091;41.17817;-8.654757;-0.151054;0.7186947
112613531;41.1821;-8.64703;-0.1509191;0.7187633
112613532;41.18261;-8.64614;-0.1509036;0.7187721
112613533;41.18412;-8.642922;-0.1508474;0.7187985
112613538;41.18421;-8.642673;-0.1508431;0.7188001
112613540;41.18426;-8.64237;-0.1508378;0.7188009
112613542;41.18426;-8.642211;-0.150835;0.718801
112613546;41.18414;-8.641696;-0.1508261;0.7187988
112613556;41.17921;-8.632814;-0.150671;0.7187127
112613557;41.17912;-8.632622;-0.1506677;0.7187112
112613558;41.17909;-8.632429;-0.1506643;0.7187107
112613559;41.1791;-8.632188;-0.1506601;0.7187109
112613564;41.17962;-8.627315;-0.150575;0.71872
112613566;41.18008;-8.62368;-0.1505116;0.7187279
112613567;41.18032;-8.62259;-0.1504926;0.7187321
112613570;41.18042;-8.622195;-0.1504857;0.718734
112613574;41.1809;-8.62087;-0.1504626;0.7187423
112627997;41.18179;-8.619308;-0.1504353;0.7187577
112627998;41.18141;-8.619991;-0.1504472;0.7187511
112627999;41.18087;-8.621227;-0.1504688;0.7187418
112628000;41.18066;-8.621902;-0.1504806;0.7187381
112628001;41.18055;-8.622285;-0.1504873;0.7187361
112628005;41.18043;-8.622694;-0.1504944;0.7187341
112628006;41.17986;-8.626829;-0.1505666;0.7187241
112628010;41.17928;-8.632215;-0.1506606;0.7187141
112628012;41.17928;-8.632421;-0.1506642;0.7187139
112628013;41.17929;-8.632584;-0.150667;0.7187141
112628014;41.17944;-8.632841;-0.1506715;0.7187167
112628017;41.18395;-8.640958;-0.1508132;0.7187955
112628019;41.18426;-8.641543;-0.1508234;0.718801
112628020;41.18431;-8.641653;-0.1508253;0.7188017
112628022;41.18438;-8.642007;-0.1508315;0.718803
112628023;41.1844;-8.642399;-0.1508383;0.7188033
112628024;41.18436;-8.64274;-0.1508443;0.7188026
112628025;41.18427;-8.64305;-0.1508497;0.718801
112628026;41.18277;-8.64621;-0.1509048;0.718775
112628027;41.18221;-8.647229;-0.1509226;0.7187651
112629313;41.18037;-8.62291;-0.1504982;0.7187331
112630797;41.18131;-8.620588;-0.1504577;0.7187494
112631533;41.18145;-8.620421;-0.1504547;0.7187518
112632829;41.18091;-8.62268;-0.1504942;0.7187424
112632832;41.18058;-8.623022;-0.1505001;0.7187368
112632836;41.18033;-8.623503;-0.1505085;0.7187323
112633698;41.17952;-8.623425;-0.1505072;0.7187182
112633704;41.17981;-8.623525;-0.1505089;0.7187232
112633972;41.17936;-8.623131;-0.150502;0.7187153
112634552;41.17964;-8.622481;-0.1504907;0.7187203
112634554;41.17939;-8.622753;-0.1504954;0.718716
112636626;41.1813;-8.622113;-0.1504843;0.7187493
112636627;41.18146;-8.622024;-0.1504827;0.718752
112636630;41.18163;-8.621502;-0.1504736;0.718755
112636633;41.18148;-8.621183;-0.150468;0.7187525
112636636;41.18123;-8.621074;-0.1504661;0.7187481
112636640;41.18101;-8.621151;-0.1504675;0.7187442
112637633;41.17973;-8.622059;-0.1504833;0.7187219
112637635;41.18008;-8.621881;-0.1504802;0.7187279
112637638;41.1804;-8.621549;-0.1504744;0.7187337
112638852;41.18267;-8.622577;-0.1504924;0.7187732
112638853;41.18226;-8.622462;-0.1504904;0.718766
112638854;41.18128;-8.622365;-0.1504887;0.718749
112638858;41.17897;-8.622421;-0.1504896;0.7187086
112640152;41.18274;-8.622414;-0.1504895;0.7187743
112640154;41.1824;-8.622318;-0.1504878;0.7187684
112640155;41.18217;-8.622275;-0.1504871;0.7187645
112640157;41.18179;-8.622198;-0.1504857;0.7187578
112640159;41.18148;-8.622187;-0.1504855;0.7187525
112640161;41.18034;-8.622231;-0.1504863;0.7187325
112640162;41.17979;-8.622245;-0.1504866;0.718723
112641245;41.1779;-8.622481;-0.1504907;0.71869
112641257;41.17859;-8.622633;-0.1504933;0.718702
112642518;41.1834;-8.622903;-0.150498;0.718786
112642521;41.18303;-8.622725;-0.1504949;0.7187794
112643062;41.18348;-8.622808;-0.1504964;0.7187873
112643064;41.18327;-8.62267;-0.150494;0.7187836
112643065;41.18306;-8.622559;-0.150492;0.71878
114302657;41.18563;-8.624242;-0.1505214;0.7188249
114302658;41.18724;-8.625294;-0.1505398;0.718853
114302659;41.18853;-8.626172;-0.1505551;0.7188755
114302661;41.19;-8.627078;-0.1505709;0.7189011
114302667;41.19095;-8.62761;-0.1505802;0.7189177
114302671;41.19199;-8.628084;-0.1505885;0.7189359
114302673;41.19265;-8.628273;-0.1505918;0.7189473
114302677;41.19334;-8.628373;-0.1505935;0.7189594
114302681;41.19391;-8.628423;-0.1505944;0.7189694
114302686;41.19444;-8.628396;-0.1505939;0.7189785
114302690;41.19504;-8.628313;-0.1505925;0.7189891
114302691;41.19588;-8.62812;-0.1505891;0.7190037
114302693;41.19653;-8.627908;-0.1505854;0.7190151
114302694;41.19816;-8.627485;-0.150578;0.7190435
114302699;41.19896;-8.627327;-0.1505753;0.7190574
114302729;41.18469;-8.62381;-0.1505139;0.7188085
114302732;41.18774;-8.625837;-0.1505493;0.7188618
114302737;41.1889;-8.626529;-0.1505613;0.718882
114302741;41.18955;-8.626948;-0.1505686;0.7188932
114302744;41.19053;-8.627556;-0.1505793;0.7189103
114302746;41.19132;-8.627975;-0.1505866;0.7189241
114302758;41.19196;-8.628208;-0.1505906;0.7189353
114302764;41.19248;-8.628368;-0.1505934;0.7189444
114302769;41.19302;-8.628469;-0.1505952;0.7189538
114302773;41.19369;-8.628524;-0.1505962;0.7189655
114302774;41.19419;-8.628525;-0.1505962;0.7189744
114302776;41.19475;-8.628509;-0.1505959;0.718984
114302779;41.19535;-8.628382;-0.1505937;0.7189946
114302784;41.19598;-8.628232;-0.1505911;0.7190056
114302787;41.19658;-8.62802;-0.1505874;0.7190159
114302789;41.19755;-8.627695;-0.1505817;0.7190329
114302793;41.19832;-8.627603;-0.1505801;0.7190463
114302797;41.19932;-8.62746;-0.1505776;0.7190638
114302804;41.20033;-8.627504;-0.1505783;0.7190813
126604779;41.17589;-8.627836;-0.1505841;0.7186549
126604780;41.17511;-8.627643;-0.1505808;0.7186412
126604781;41.17474;-8.627491;-0.1505781;0.7186348
126604783;41.17326;-8.626704;-0.1505644;0.7186089
126604784;41.17272;-8.626419;-0.1505594;0.7185995
126606845;41.17297;-8.626538;-0.1505615;0.7186038
126608577;41.16915;-8.625621;-0.1505455;0.7185372
257735089;41.17712;-8.641191;-0.1508172;0.7186763
257735562;41.17848;-8.642696;-0.1508435;0.7187001
257735563;41.17823;-8.642532;-0.1508406;0.7186956
280065086;41.19117;-8.629103;-0.1506063;0.7189215
280065091;41.19257;-8.632616;-0.1506676;0.718946
280065156;41.19172;-8.630764;-0.1506352;0.7189311
280065157;41.19295;-8.633462;-0.1506823;0.7189525
280065205;41.1916;-8.630396;-0.1506288;0.7189291
280065286;41.19149;-8.62289;-0.1504978;0.7189271
280065295;41.19008;-8.632993;-0.1506741;0.7189025
280065296;41.19006;-8.633111;-0.1506762;0.7189022
280065301;41.18992;-8.640423;-0.1508038;0.7188997
280065445;41.19148;-8.620426;-0.1504548;0.718927
280065453;41.1901;-8.640007;-0.1507966;0.7189028
280065460;41.1887;-8.643753;-0.1508619;0.7188784
280065461;41.18851;-8.643962;-0.1508656;0.7188751
280065463;41.18809;-8.644468;-0.1508744;0.7188678
280065464;41.18801;-8.644937;-0.1508826;0.7188663
280065465;41.18807;-8.64547;-0.1508919;0.7188675
280065679;41.19032;-8.631512;-0.1506483;0.7189067
280065680;41.18997;-8.635817;-0.1507234;0.7189006
280065682;41.18977;-8.640628;-0.1508074;0.718897
280065683;41.18946;-8.641035;-0.1508145;0.7188916
280065685;41.18914;-8.641805;-0.1508279;0.7188861
280065686;41.18883;-8.643497;-0.1508575;0.7188807
280065687;41.18816;-8.644337;-0.1508721;0.7188689
291991193;41.17979;-8.627476;-0.1505779;0.7187229
291991212;41.18053;-8.62751;-0.1505785;0.7187359
296057068;41.1811;-8.623654;-0.1505112;0.7187457
296057070;41.18087;-8.625771;-0.1505481;0.7187417
296057078;41.18105;-8.624081;-0.1505186;0.7187449
296057110;41.1822;-8.624304;-0.1505225;0.718765
296058425;41.1823;-8.62294;-0.1504987;0.7187668
296058426;41.18204;-8.625964;-0.1505515;0.7187622
296058427;41.18184;-8.628028;-0.1505875;0.7187586
296058430;41.18118;-8.629127;-0.1506067;0.7187471
296058742;41.18071;-8.630184;-0.1506251;0.7187389
296058743;41.18096;-8.630281;-0.1506268;0.7187433
296058746;41.18732;-8.632322;-0.1506625;0.7188544
296058885;41.17941;-8.629583;-0.1506146;0.7187163
296058886;41.18358;-8.631376;-0.1506459;0.718789
296058969;41.18404;-8.630175;-0.150625;0.7187971
296059321;41.18371;-8.628759;-0.1506003;0.7187914
296059590;41.18045;-8.628844;-0.1506017;0.7187345
296059591;41.18053;-8.628895;-0.1506026;0.7187358
296059595;41.18522;-8.631816;-0.1506536;0.7188177
296060209;41.18675;-8.640459;-0.1508045;0.7188444
296060210;41.18566;-8.640985;-0.1508136;0.7188253
296060211;41.18444;-8.641577;-0.150824;0.718804
296060328;41.18946;-8.639517;-0.150788;0.7188916
296060330;41.18755;-8.640183;-0.1507996;0.7188583
296060331;41.18714;-8.640332;-0.1508022;0.7188512
296060332;41.19012;-8.639452;-0.1507869;0.7189032
296060333;41.18842;-8.63988;-0.1507944;0.7188736
296060854;41.18256;-8.646609;-0.1509118;0.7187712
297369936;41.17871;-8.619391;-0.1504368;0.7187041
297369940;41.17951;-8.621709;-0.1504772;0.718718
297369941;41.1796;-8.621798;-0.1504788;0.7187195
297369942;41.17981;-8.62185;-0.1504797;0.7187232
297369943;41.17999;-8.621749;-0.1504779;0.7187265
297369944;41.18034;-8.621445;-0.1504726;0.7187326
297369945;41.18052;-8.621134;-0.1504672;0.7187356
297369946;41.18069;-8.620822;-0.1504617;0.7187387
297369947;41.18087;-8.620514;-0.1504564;0.7187418
297370462;41.17984;-8.628922;-0.1506031;0.7187237
297370463;41.18022;-8.628991;-0.1506043;0.7187304
297370465;41.18039;-8.628942;-0.1506035;0.7187333
297370584;41.18029;-8.624936;-0.1505335;0.7187316
297370586;41.18095;-8.625051;-0.1505356;0.7187433
343646763;41.17041;-8.625899;-0.1505504;0.7185592
410662881;41.17752;-8.622341;-0.1504882;0.7186834
416480025;41.18091;-8.649106;-0.1509554;0.7187425
420865831;41.19049;-8.613238;-0.1503294;0.7189097
420865832;41.19059;-8.613874;-0.1503405;0.7189115
420865835;41.19069;-8.614843;-0.1503574;0.7189132
420865837;41.1907;-8.614972;-0.1503596;0.7189134
422548043;41.17909;-8.652662;-0.1510174;0.7187107
425743085;41.17162;-8.626153;-0.1505548;0.7185802
429205522;41.19082;-8.616364;-0.1503839;0.7189154
429205524;41.19092;-8.617797;-0.1504089;0.7189172
429205527;41.19098;-8.618639;-0.1504236;0.7189181
429205531;41.19103;-8.619748;-0.150443;0.7189191
429205533;41.1911;-8.620006;-0.1504475;0.7189204
429205539;41.19123;-8.620169;-0.1504503;0.7189226
429378639;41.18085;-8.64528;-0.1508886;0.7187415
429378647;41.18126;-8.645491;-0.1508923;0.7187485
429378648;41.18033;-8.644861;-0.1508813;0.7187323
429378649;41.17918;-8.643413;-0.150856;0.7187123
429378651;41.17904;-8.643218;-0.1508526;0.7187098
429854683;41.19269;-8.617527;-0.1504042;0.718948
430019530;41.18378;-8.640233;-0.1508005;0.7187925
430023257;41.18877;-8.63267;-0.1506685;0.7188796
430023260;41.18906;-8.631243;-0.1506436;0.7188847
430023261;41.19001;-8.636749;-0.1507397;0.7189013
430023262;41.18934;-8.64128;-0.1508188;0.7188897
430023263;41.189;-8.63158;-0.1506495;0.7188836
430023264;41.18878;-8.632522;-0.1506659;0.7188799
430023267;41.19033;-8.631675;-0.1506511;0.7189068
430023268;41.19014;-8.633008;-0.1506744;0.7189035
430023269;41.19001;-8.634274;-0.1506965;0.7189012
430023271;41.19021;-8.639437;-0.1507866;0.7189049
430023272;41.19022;-8.639544;-0.1507885;0.7189049
430023273;41.19021;-8.639736;-0.1507918;0.7189049
430023274;41.1902;-8.639906;-0.1507948;0.7189046
430023275;41.18997;-8.640507;-0.1508053;0.7189006
430023276;41.18975;-8.640815;-0.1508107;0.7188967
430023277;41.18948;-8.641161;-0.1508167;0.718892
430023279;41.18938;-8.638151;-0.1507642;0.7188904
430023280;41.18933;-8.636794;-0.1507405;0.7188894
430023281;41.18959;-8.636783;-0.1507403;0.7188939
430023282;41.18912;-8.636731;-0.1507394;0.7188857
430023284;41.18756;-8.636405;-0.1507337;0.7188586
430023285;41.18698;-8.636293;-0.1507318;0.7188483
430023286;41.1867;-8.636316;-0.1507322;0.7188435
430023287;41.18652;-8.636411;-0.1507338;0.7188404
430023288;41.18629;-8.636614;-0.1507373;0.7188364
430023750;41.18617;-8.636732;-0.1507394;0.7188343
430023751;41.18351;-8.639262;-0.1507836;0.7187879
430284814;41.18413;-8.618965;-0.1504293;0.7187986
430391847;41.18661;-8.637179;-0.1507472;0.718842
430391849;41.18684;-8.63714;-0.1507465;0.718846
430391851;41.18714;-8.637175;-0.1507471;0.7188511
430391854;41.18792;-8.637329;-0.1507498;0.7188647
430391856;41.18823;-8.637403;-0.1507511;0.7188702
430391862;41.18845;-8.637515;-0.1507531;0.718874
430391863;41.18864;-8.637767;-0.1507575;0.7188774
430391864;41.18871;-8.637964;-0.1507609;0.7188787
430391866;41.18873;-8.638396;-0.1507685;0.7188789
430391867;41.18862;-8.638749;-0.1507746;0.7188771
430391868;41.18848;-8.638926;-0.1507777;0.7188746
430391869;41.18826;-8.639062;-0.1507801;0.7188708
430391870;41.18716;-8.639449;-0.1507868;0.7188516
